Configuration,Score,Seed,Environment
229,-158.0613,9,box2d_lunar_lander
230,-141.24612,0,box2d_lunar_lander
230,-868.59143,1,box2d_lunar_lander
230,-146.15147,2,box2d_lunar_lander
230,-156.55252,3,box2d_lunar_lander
230,-151.43887,4,box2d_lunar_lander
230,-166.10593,5,box2d_lunar_lander
230,-169.63422,6,box2d_lunar_lander
230,-149.49887,7,box2d_lunar_lander
230,-292.01746,8,box2d_lunar_lander
230,-182.91934,9,box2d_lunar_lander
231,-197.77376,0,box2d_lunar_lander
231,83.15012,1,box2d_lunar_lander
231,-74.00282,2,box2d_lunar_lander
231,-48.49623,3,box2d_lunar_lander
231,88.53879,4,box2d_lunar_lander
231,148.18161,5,box2d_lunar_lander
231,113.99237,6,box2d_lunar_lander
231,-157.89685,7,box2d_lunar_lander
231,-157.38196,8,box2d_lunar_lander
231,-15.200695,9,box2d_lunar_lander
232,-142.50644,0,box2d_lunar_lander
232,-310.01987,1,box2d_lunar_lander
232,-325.76483,2,box2d_lunar_lander
232,-255.5632,3,box2d_lunar_lander
232,-69.415504,4,box2d_lunar_lander
232,-49.66794,5,box2d_lunar_lander
232,-107.56469,6,box2d_lunar_lander
232,-246.2177,7,box2d_lunar_lander
232,-277.16003,8,box2d_lunar_lander
232,-184.20229,9,box2d_lunar_lander
233,-146.96382,0,box2d_lunar_lander
233,-165.69052,1,box2d_lunar_lander
233,-147.24329,2,box2d_lunar_lander
233,-148.05536,3,box2d_lunar_lander
233,-145.1379,4,box2d_lunar_lander
233,-147.97105,5,box2d_lunar_lander
233,-137.18358,6,box2d_lunar_lander
233,-145.74269,7,box2d_lunar_lander
233,-149.03554,8,box2d_lunar_lander
233,-142.4323,9,box2d_lunar_lander
234,-149.09854,0,box2d_lunar_lander
234,-443.4557,1,box2d_lunar_lander
234,-207.47119,2,box2d_lunar_lander
234,-273.03217,3,box2d_lunar_lander
234,-422.2365,4,box2d_lunar_lander
234,7.850916,5,box2d_lunar_lander
234,-641.647,6,box2d_lunar_lander
234,-448.3324,7,box2d_lunar_lander
234,-85.29042,8,box2d_lunar_lander
234,-294.278,9,box2d_lunar_lander
235,-110.805176,0,box2d_lunar_lander
235,-260.65884,1,box2d_lunar_lander
235,-228.79428,2,box2d_lunar_lander
235,-89.49597,3,box2d_lunar_lander
235,-38.980156,4,box2d_lunar_lander
235,-308.3943,5,box2d_lunar_lander
235,-336.2565,6,box2d_lunar_lander
235,-221.43382,7,box2d_lunar_lander
235,-204.02943,8,box2d_lunar_lander
235,-240.43884,9,box2d_lunar_lander
236,-340.62775,0,box2d_lunar_lander
236,-202.15448,1,box2d_lunar_lander
236,-40.082497,2,box2d_lunar_lander
236,-245.39172,3,box2d_lunar_lander
236,-265.6677,4,box2d_lunar_lander
236,-176.83372,5,box2d_lunar_lander
236,-86.25832,6,box2d_lunar_lander
236,-191.68094,7,box2d_lunar_lander
236,-241.86734,8,box2d_lunar_lander
236,-413.80194,9,box2d_lunar_lander
237,-37.936092,0,box2d_lunar_lander
237,-170.27711,1,box2d_lunar_lander
237,-79.41786,2,box2d_lunar_lander
237,-155.20047,3,box2d_lunar_lander
237,-144.09967,4,box2d_lunar_lander
237,-128.66081,5,box2d_lunar_lander
237,-145.84415,6,box2d_lunar_lander
237,58.140934,7,box2d_lunar_lander
237,13.627543,8,box2d_lunar_lander
237,-100.25405,9,box2d_lunar_lander
238,-71.00194,0,box2d_lunar_lander
238,-139.53296,1,box2d_lunar_lander
238,-163.30374,2,box2d_lunar_lander
238,-177.99078,3,box2d_lunar_lander
238,-144.92738,4,box2d_lunar_lander
238,-143.45721,5,box2d_lunar_lander
238,-237.83475,6,box2d_lunar_lander
238,-120.06114,7,box2d_lunar_lander
238,-155.32724,8,box2d_lunar_lander
238,-144.67155,9,box2d_lunar_lander
239,-147.89748,0,box2d_lunar_lander
239,-164.19424,1,box2d_lunar_lander
239,-138.0589,2,box2d_lunar_lander
239,-152.17764,3,box2d_lunar_lander
239,-145.39226,4,box2d_lunar_lander
239,-569.167,5,box2d_lunar_lander
239,-141.2914,6,box2d_lunar_lander
239,-156.8827,7,box2d_lunar_lander
239,-149.63452,8,box2d_lunar_lander
239,-579.4105,9,box2d_lunar_lander
240,-275.9687,0,box2d_lunar_lander
240,-298.4225,1,box2d_lunar_lander
240,-204.92465,2,box2d_lunar_lander
240,-100.54793,3,box2d_lunar_lander
240,-136.13675,4,box2d_lunar_lander
240,-144.14774,5,box2d_lunar_lander
240,-197.2857,6,box2d_lunar_lander
240,-183.69061,7,box2d_lunar_lander
240,-218.69366,8,box2d_lunar_lander
240,-225.23907,9,box2d_lunar_lander
241,-616.1363,0,box2d_lunar_lander
241,-136.84695,1,box2d_lunar_lander
241,-801.4732,2,box2d_lunar_lander
241,-900.2119,3,box2d_lunar_lander
241,-144.18839,4,box2d_lunar_lander
241,-117.217705,5,box2d_lunar_lander
241,-827.67554,6,box2d_lunar_lander
241,-151.02177,7,box2d_lunar_lander
241,-143.13731,8,box2d_lunar_lander
241,-136.34665,9,box2d_lunar_lander
242,-140.6364,0,box2d_lunar_lander
242,-143.41473,1,box2d_lunar_lander
242,-150.64221,2,box2d_lunar_lander
242,-145.21725,3,box2d_lunar_lander
242,-142.90756,4,box2d_lunar_lander
242,-152.6289,5,box2d_lunar_lander
242,-139.89687,6,box2d_lunar_lander
242,-139.64893,7,box2d_lunar_lander
242,-135.04909,8,box2d_lunar_lander
242,-148.5058,9,box2d_lunar_lander
243,-286.85,0,box2d_lunar_lander
243,-270.6712,1,box2d_lunar_lander
243,-193.2604,2,box2d_lunar_lander
243,-406.2616,3,box2d_lunar_lander
243,-72.49518,4,box2d_lunar_lander
243,-365.03412,5,box2d_lunar_lander
243,-541.47986,6,box2d_lunar_lander
243,-80.38498,7,box2d_lunar_lander
243,-282.4819,8,box2d_lunar_lander
243,-173.34149,9,box2d_lunar_lander
244,-197.94844,0,box2d_lunar_lander
244,-214.23946,1,box2d_lunar_lander
244,-337.23083,2,box2d_lunar_lander
244,-135.82501,3,box2d_lunar_lander
244,-146.50854,4,box2d_lunar_lander
244,-139.20575,5,box2d_lunar_lander
244,-368.4858,6,box2d_lunar_lander
244,-124.85914,7,box2d_lunar_lander
244,-215.255,8,box2d_lunar_lander
244,-216.68718,9,box2d_lunar_lander
245,-96.31175,0,box2d_lunar_lander
245,-187.50952,1,box2d_lunar_lander
245,-86.4437,2,box2d_lunar_lander
245,-217.63817,3,box2d_lunar_lander
245,176.21692,4,box2d_lunar_lander
245,-1.3671184,5,box2d_lunar_lander
245,-94.3243,6,box2d_lunar_lander
245,-103.16347,7,box2d_lunar_lander
245,-9.874799,8,box2d_lunar_lander
245,-288.41757,9,box2d_lunar_lander
246,-101.87046,0,box2d_lunar_lander
246,-374.7126,1,box2d_lunar_lander
246,-156.36612,2,box2d_lunar_lander
246,-160.19478,3,box2d_lunar_lander
246,-367.4165,4,box2d_lunar_lander
246,-355.41574,5,box2d_lunar_lander
246,-169.77222,6,box2d_lunar_lander
246,-320.97986,7,box2d_lunar_lander
246,-262.0636,8,box2d_lunar_lander
246,-158.99466,9,box2d_lunar_lander
247,-494.76947,0,box2d_lunar_lander
247,-137.8088,1,box2d_lunar_lander
247,-166.1879,2,box2d_lunar_lander
247,-155.6908,3,box2d_lunar_lander
247,-160.0213,4,box2d_lunar_lander
247,-206.04082,5,box2d_lunar_lander
247,-356.8664,6,box2d_lunar_lander
247,-461.6696,7,box2d_lunar_lander
247,-153.89859,8,box2d_lunar_lander
247,-235.04025,9,box2d_lunar_lander
248,-48.390907,0,box2d_lunar_lander
248,-117.02328,1,box2d_lunar_lander
248,-75.41472,2,box2d_lunar_lander
248,-113.86304,3,box2d_lunar_lander
248,-163.2753,4,box2d_lunar_lander
248,-210.75473,5,box2d_lunar_lander
248,-57.837643,6,box2d_lunar_lander
248,-74.23629,7,box2d_lunar_lander
248,-88.354996,8,box2d_lunar_lander
248,-80.31735,9,box2d_lunar_lander
249,-150.42365,0,box2d_lunar_lander
249,-144.05637,1,box2d_lunar_lander
249,-849.60474,2,box2d_lunar_lander
249,-621.4326,3,box2d_lunar_lander
249,-589.14484,4,box2d_lunar_lander
249,-151.74251,5,box2d_lunar_lander
249,-169.3887,6,box2d_lunar_lander
249,-143.54857,7,box2d_lunar_lander
249,-158.7516,8,box2d_lunar_lander
249,-828.9125,9,box2d_lunar_lander
250,-213.28964,0,box2d_lunar_lander
250,-4.7703166,1,box2d_lunar_lander
250,-105.260124,2,box2d_lunar_lander
250,-104.12584,3,box2d_lunar_lander
250,26.362804,4,box2d_lunar_lander
250,77.881714,5,box2d_lunar_lander
250,-79.52054,6,box2d_lunar_lander
250,6.999017,7,box2d_lunar_lander
250,-82.987946,8,box2d_lunar_lander
250,-244.94638,9,box2d_lunar_lander
251,-134.76859,0,box2d_lunar_lander
251,-143.97858,1,box2d_lunar_lander
251,-157.15308,2,box2d_lunar_lander
251,-145.757,3,box2d_lunar_lander
251,-142.42224,4,box2d_lunar_lander
251,-198.21902,5,box2d_lunar_lander
251,-136.428,6,box2d_lunar_lander
251,-137.32333,7,box2d_lunar_lander
251,-147.07033,8,box2d_lunar_lander
251,-158.67981,9,box2d_lunar_lander
252,-136.55351,0,box2d_lunar_lander
252,-144.3475,1,box2d_lunar_lander
252,-218.6588,2,box2d_lunar_lander
252,-47.960007,3,box2d_lunar_lander
252,-9.534809,4,box2d_lunar_lander
252,-56.97149,5,box2d_lunar_lander
252,-159.87863,6,box2d_lunar_lander
252,-169.19745,7,box2d_lunar_lander
252,3.0419903,8,box2d_lunar_lander
252,-50.410923,9,box2d_lunar_lander
253,-33.037056,0,box2d_lunar_lander
253,-199.25539,1,box2d_lunar_lander
253,-147.08612,2,box2d_lunar_lander
253,-169.0617,3,box2d_lunar_lander
253,-145.93503,4,box2d_lunar_lander
253,30.484726,5,box2d_lunar_lander
253,-149.64513,6,box2d_lunar_lander
253,-112.429794,7,box2d_lunar_lander
253,-156.22302,8,box2d_lunar_lander
253,-305.5014,9,box2d_lunar_lander
254,-191.64746,0,box2d_lunar_lander
254,83.63343,1,box2d_lunar_lander
254,55.058586,2,box2d_lunar_lander
254,-1.2091167,3,box2d_lunar_lander
254,36.067024,4,box2d_lunar_lander
254,-242.37143,5,box2d_lunar_lander
254,23.553265,6,box2d_lunar_lander
254,181.35242,7,box2d_lunar_lander
254,-150.64642,8,box2d_lunar_lander
254,-205.82732,9,box2d_lunar_lander
255,-42.73467,0,box2d_lunar_lander
255,113.822235,1,box2d_lunar_lander
255,-151.7143,2,box2d_lunar_lander
255,-216.63353,3,box2d_lunar_lander
255,-43.461502,4,box2d_lunar_lander
255,-121.3689,5,box2d_lunar_lander
255,103.425415,6,box2d_lunar_lander
255,21.559017,7,box2d_lunar_lander
255,48.312218,8,box2d_lunar_lander
255,112.32561,9,box2d_lunar_lander
0,867.96875,0,atari_qbert
0,2394.1406,1,atari_qbert
0,780.66406,2,atari_qbert
0,2935.9375,3,atari_qbert
0,4453.5156,4,atari_qbert
0,3535.5469,5,atari_qbert
0,4356.836,6,atari_qbert
0,582.8125,7,atari_qbert
0,3259.5703,8,atari_qbert
0,150.0,9,atari_qbert
1,318.5547,0,atari_qbert
1,473.4375,1,atari_qbert
1,355.85938,2,atari_qbert
1,504.8828,3,atari_qbert
1,394.14062,4,atari_qbert
1,349.60938,5,atari_qbert
1,600.0,6,atari_qbert
1,744.53125,7,atari_qbert
1,571.09375,8,atari_qbert
1,470.1172,9,atari_qbert
2,150.0,0,atari_qbert
2,125.0,1,atari_qbert
2,125.0,2,atari_qbert
2,150.0,3,atari_qbert
2,150.0,4,atari_qbert
2,125.0,5,atari_qbert
2,125.0,6,atari_qbert
2,150.0,7,atari_qbert
2,0.0,8,atari_qbert
2,125.0,9,atari_qbert
3,4615.4297,0,atari_qbert
3,9965.625,1,atari_qbert
3,5334.375,2,atari_qbert
3,7005.4688,3,atari_qbert
3,8016.4062,4,atari_qbert
3,8215.625,5,atari_qbert
3,9171.875,6,atari_qbert
3,4288.4766,7,atari_qbert
3,4054.4922,8,atari_qbert
3,7733.9844,9,atari_qbert
4,0.0,0,atari_qbert
4,0.0,1,atari_qbert
4,0.0,2,atari_qbert
4,0.0,3,atari_qbert
4,125.0,4,atari_qbert
4,125.0,5,atari_qbert
4,0.0,6,atari_qbert
4,0.0,7,atari_qbert
4,0.0,8,atari_qbert
4,0.0,9,atari_qbert
5,737.8906,0,atari_qbert
5,2460.9375,1,atari_qbert
5,856.25,2,atari_qbert
5,1574.0234,3,atari_qbert
5,874.21875,4,atari_qbert
5,2226.3672,5,atari_qbert
5,530.27344,6,atari_qbert
5,729.6875,7,atari_qbert
5,828.90625,8,atari_qbert
5,482.03125,9,atari_qbert
6,8581.445,0,atari_qbert
6,6074.6094,1,atari_qbert
6,5212.8906,2,atari_qbert
6,4832.0312,3,atari_qbert
6,10020.3125,4,atari_qbert
6,4855.2734,5,atari_qbert
6,8123.828,6,atari_qbert
6,5222.0703,7,atari_qbert
6,7720.3125,8,atari_qbert
6,5884.7656,9,atari_qbert
7,150.0,0,atari_qbert
7,0.0,1,atari_qbert
7,150.0,2,atari_qbert
7,150.0,3,atari_qbert
7,150.0,4,atari_qbert
7,125.0,5,atari_qbert
7,150.0,6,atari_qbert
7,0.0,7,atari_qbert
7,125.0,8,atari_qbert
7,125.0,9,atari_qbert
8,0.0,0,atari_qbert
8,0.0,1,atari_qbert
8,125.0,2,atari_qbert
8,0.0,3,atari_qbert
8,0.0,4,atari_qbert
8,0.0,5,atari_qbert
8,150.0,6,atari_qbert
8,125.0,7,atari_qbert
8,125.0,8,atari_qbert
8,150.0,9,atari_qbert
9,0.0,0,atari_qbert
9,125.0,1,atari_qbert
9,150.0,2,atari_qbert
9,150.0,3,atari_qbert
9,125.0,4,atari_qbert
9,475.78125,5,atari_qbert
9,500.0,6,atari_qbert
9,0.0,7,atari_qbert
9,0.0,8,atari_qbert
9,150.0,9,atari_qbert
10,13592.383,0,atari_qbert
10,15264.648,1,atari_qbert
10,14995.3125,2,atari_qbert
10,11740.234,3,atari_qbert
10,15610.742,4,atari_qbert
10,15050.0,5,atari_qbert
10,13022.656,6,atari_qbert
10,14989.844,7,atari_qbert
10,16444.922,8,atari_qbert
10,15354.6875,9,atari_qbert
11,1017.77344,0,atari_qbert
11,640.4297,1,atari_qbert
11,718.9453,2,atari_qbert
11,365.23438,3,atari_qbert
11,1304.1016,4,atari_qbert
11,532.03125,5,atari_qbert
11,481.25,6,atari_qbert
11,1128.7109,7,atari_qbert
11,690.625,8,atari_qbert
11,311.52344,9,atari_qbert
12,0.0,0,atari_qbert
12,0.0,1,atari_qbert
12,125.0,2,atari_qbert
12,125.0,3,atari_qbert
12,0.0,4,atari_qbert
12,0.0,5,atari_qbert
12,425.0,6,atari_qbert
12,0.0,7,atari_qbert
12,150.0,8,atari_qbert
12,150.0,9,atari_qbert
13,125.0,0,atari_qbert
13,0.0,1,atari_qbert
13,0.0,2,atari_qbert
13,0.0,3,atari_qbert
13,125.0,4,atari_qbert
13,125.0,5,atari_qbert
13,0.0,6,atari_qbert
13,125.0,7,atari_qbert
13,475.0,8,atari_qbert
13,0.0,9,atari_qbert
14,3502.539,0,atari_qbert
14,4587.8906,1,atari_qbert
14,4649.2188,2,atari_qbert
14,4237.5,3,atari_qbert
14,3894.5312,4,atari_qbert
14,4244.5312,5,atari_qbert
14,4256.25,6,atari_qbert
14,4749.414,7,atari_qbert
14,4085.7422,8,atari_qbert
14,4145.703,9,atari_qbert
15,125.0,0,atari_qbert
15,0.0,1,atari_qbert
15,0.0,2,atari_qbert
15,0.0,3,atari_qbert
15,0.0,4,atari_qbert
15,250.0,5,atari_qbert
15,125.0,6,atari_qbert
15,0.0,7,atari_qbert
15,150.0,8,atari_qbert
15,0.0,9,atari_qbert
16,4429.1016,0,atari_qbert
16,1747.4609,1,atari_qbert
16,3370.7031,2,atari_qbert
16,3066.211,3,atari_qbert
16,2645.8984,4,atari_qbert
16,4849.2188,5,atari_qbert
16,2422.0703,6,atari_qbert
16,1404.4922,7,atari_qbert
16,2827.3438,8,atari_qbert
16,3513.6719,9,atari_qbert
17,782.4219,0,atari_qbert
17,504.10156,1,atari_qbert
17,915.8203,2,atari_qbert
17,764.0625,3,atari_qbert
17,679.2969,4,atari_qbert
17,1102.5391,5,atari_qbert
17,679.6875,6,atari_qbert
17,1448.2422,7,atari_qbert
17,740.2344,8,atari_qbert
17,1109.1797,9,atari_qbert
18,125.0,0,atari_qbert
18,0.0,1,atari_qbert
18,125.0,2,atari_qbert
18,125.0,3,atari_qbert
18,150.0,4,atari_qbert
18,150.0,5,atari_qbert
18,150.0,6,atari_qbert
18,125.0,7,atari_qbert
18,150.0,8,atari_qbert
18,125.0,9,atari_qbert
19,407.22656,0,atari_qbert
19,546.4844,1,atari_qbert
19,176.95312,2,atari_qbert
19,125.0,3,atari_qbert
19,3278.711,4,atari_qbert
19,693.3594,5,atari_qbert
19,0.0,6,atari_qbert
19,592.5781,7,atari_qbert
19,69.33594,8,atari_qbert
19,348.04688,9,atari_qbert
20,330.85938,0,atari_qbert
20,300.78125,1,atari_qbert
20,150.0,2,atari_qbert
20,333.59375,3,atari_qbert
20,0.0,4,atari_qbert
20,564.0625,5,atari_qbert
20,630.27344,6,atari_qbert
20,0.0,7,atari_qbert
20,325.0,8,atari_qbert
20,269.92188,9,atari_qbert
21,334.5703,0,atari_qbert
21,432.6172,1,atari_qbert
21,260.9375,2,atari_qbert
21,531.4453,3,atari_qbert
21,618.3594,4,atari_qbert
21,343.16406,5,atari_qbert
21,516.7969,6,atari_qbert
21,667.3828,7,atari_qbert
21,267.96875,8,atari_qbert
21,594.53125,9,atari_qbert
22,692.1875,0,atari_qbert
22,674.41406,1,atari_qbert
22,349.02344,2,atari_qbert
22,587.5,3,atari_qbert
22,721.09375,4,atari_qbert
22,897.65625,5,atari_qbert
22,732.4219,6,atari_qbert
22,638.47656,7,atari_qbert
22,665.03906,8,atari_qbert
22,645.7031,9,atari_qbert
23,4785.547,0,atari_qbert
23,4433.5938,1,atari_qbert
23,4777.7344,2,atari_qbert
23,8470.898,3,atari_qbert
23,4351.367,4,atari_qbert
23,6081.6406,5,atari_qbert
23,4656.6406,6,atari_qbert
23,4437.6953,7,atari_qbert
23,5174.414,8,atari_qbert
23,8099.414,9,atari_qbert
24,0.0,0,atari_qbert
24,0.0,1,atari_qbert
24,125.0,2,atari_qbert
24,150.0,3,atari_qbert
24,0.0,4,atari_qbert
24,0.0,5,atari_qbert
24,0.0,6,atari_qbert
24,0.0,7,atari_qbert
24,0.0,8,atari_qbert
24,125.0,9,atari_qbert
25,15500.0,0,atari_qbert
25,15626.5625,1,atari_qbert
25,17125.781,2,atari_qbert
25,15015.82,3,atari_qbert
25,14867.1875,4,atari_qbert
25,15808.398,5,atari_qbert
25,15839.258,6,atari_qbert
25,15276.758,7,atari_qbert
25,16429.688,8,atari_qbert
25,15125.0,9,atari_qbert
26,1009.5703,0,atari_qbert
26,341.21094,1,atari_qbert
26,929.6875,2,atari_qbert
26,1030.4688,3,atari_qbert
26,494.92188,4,atari_qbert
26,763.6719,5,atari_qbert
26,2967.5781,6,atari_qbert
26,2741.211,7,atari_qbert
26,1807.2266,8,atari_qbert
26,406.25,9,atari_qbert
27,4474.6094,0,atari_qbert
27,4432.422,1,atari_qbert
27,4776.953,2,atari_qbert
27,4666.797,3,atari_qbert
27,4386.328,4,atari_qbert
27,4448.4375,5,atari_qbert
27,4456.836,6,atari_qbert
27,4124.8047,7,atari_qbert
27,4295.703,8,atari_qbert
27,4810.9375,9,atari_qbert
28,4849.2188,0,atari_qbert
28,5054.297,1,atari_qbert
28,4471.6797,2,atari_qbert
28,5913.4766,3,atari_qbert
28,4099.6094,4,atari_qbert
28,7282.8125,5,atari_qbert
28,6204.297,6,atari_qbert
28,4535.547,7,atari_qbert
28,3573.2422,8,atari_qbert
28,4812.6953,9,atari_qbert
29,1107.4219,0,atari_qbert
29,422.46094,1,atari_qbert
29,673.6328,2,atari_qbert
29,666.7969,3,atari_qbert
29,2531.0547,4,atari_qbert
29,4133.9844,5,atari_qbert
29,376.5625,6,atari_qbert
29,709.375,7,atari_qbert
29,4321.4844,8,atari_qbert
29,746.6797,9,atari_qbert
30,0.0,0,atari_qbert
30,0.0,1,atari_qbert
30,0.0,2,atari_qbert
30,0.0,3,atari_qbert
30,0.0,4,atari_qbert
30,0.0,5,atari_qbert
30,0.0,6,atari_qbert
30,0.0,7,atari_qbert
30,0.0,8,atari_qbert
30,150.0,9,atari_qbert
31,0.0,0,atari_qbert
31,0.0,1,atari_qbert
31,75.0,2,atari_qbert
31,150.0,3,atari_qbert
31,125.0,4,atari_qbert
31,0.0,5,atari_qbert
31,150.0,6,atari_qbert
31,125.0,7,atari_qbert
31,150.0,8,atari_qbert
31,0.0,9,atari_qbert
32,400.0,0,atari_qbert
32,150.0,1,atari_qbert
32,379.10156,2,atari_qbert
32,155.07812,3,atari_qbert
32,0.0,4,atari_qbert
32,0.0,5,atari_qbert
32,346.48438,6,atari_qbert
32,150.0,7,atari_qbert
32,0.0,8,atari_qbert
32,125.0,9,atari_qbert
33,0.0,0,atari_qbert
33,125.0,1,atari_qbert
33,306.64062,2,atari_qbert
33,150.0,3,atari_qbert
33,0.0,4,atari_qbert
33,275.0,5,atari_qbert
33,227.73438,6,atari_qbert
33,425.0,7,atari_qbert
33,0.0,8,atari_qbert
33,320.3125,9,atari_qbert
34,446.28906,0,atari_qbert
34,750.1953,1,atari_qbert
34,657.4219,2,atari_qbert
34,532.22656,3,atari_qbert
34,629.8828,4,atari_qbert
34,736.71875,5,atari_qbert
34,785.9375,6,atari_qbert
34,431.0547,7,atari_qbert
34,759.1797,8,atari_qbert
34,560.7422,9,atari_qbert
35,125.0,0,atari_qbert
35,125.0,1,atari_qbert
35,150.0,2,atari_qbert
35,239.84375,3,atari_qbert
35,133.20312,4,atari_qbert
35,255.66406,5,atari_qbert
35,448.6328,6,atari_qbert
35,150.0,7,atari_qbert
35,0.0,8,atari_qbert
35,495.70312,9,atari_qbert
36,150.0,0,atari_qbert
36,0.0,1,atari_qbert
36,125.0,2,atari_qbert
36,125.0,3,atari_qbert
36,125.0,4,atari_qbert
36,150.0,5,atari_qbert
36,125.0,6,atari_qbert
36,150.0,7,atari_qbert
36,150.0,8,atari_qbert
36,150.0,9,atari_qbert
37,125.0,0,atari_qbert
37,0.0,1,atari_qbert
37,75.78125,2,atari_qbert
37,0.0,3,atari_qbert
37,0.0,4,atari_qbert
37,0.0,5,atari_qbert
37,125.0,6,atari_qbert
37,125.0,7,atari_qbert
37,72.65625,8,atari_qbert
37,96.09375,9,atari_qbert
38,6347.0703,0,atari_qbert
38,7586.914,1,atari_qbert
38,7021.6797,2,atari_qbert
38,4398.4375,3,atari_qbert
38,13554.6875,4,atari_qbert
38,4453.125,5,atari_qbert
38,10690.234,6,atari_qbert
38,4656.25,7,atari_qbert
38,7286.7188,8,atari_qbert
38,5927.9297,9,atari_qbert
39,0.0,0,atari_qbert
39,220.3125,1,atari_qbert
39,0.0,2,atari_qbert
39,0.0,3,atari_qbert
39,0.0,4,atari_qbert
39,0.0,5,atari_qbert
39,0.0,6,atari_qbert
39,25.78125,7,atari_qbert
39,0.0,8,atari_qbert
39,0.0,9,atari_qbert
40,524.02344,0,atari_qbert
40,688.8672,1,atari_qbert
40,752.7344,2,atari_qbert
40,805.46875,3,atari_qbert
40,1315.2344,4,atari_qbert
40,1439.2578,5,atari_qbert
40,1890.4297,6,atari_qbert
40,937.5,7,atari_qbert
40,636.71875,8,atari_qbert
40,792.3828,9,atari_qbert
41,12592.969,0,atari_qbert
41,13055.664,1,atari_qbert
41,625.97656,2,atari_qbert
41,9834.766,3,atari_qbert
41,12007.227,4,atari_qbert
41,2502.1484,5,atari_qbert
41,889.84375,6,atari_qbert
41,0.0,7,atari_qbert
41,10795.898,8,atari_qbert
41,444.14062,9,atari_qbert
42,4630.4688,0,atari_qbert
42,4321.289,1,atari_qbert
42,4264.8438,2,atari_qbert
42,5272.461,3,atari_qbert
42,4832.617,4,atari_qbert
42,4656.25,5,atari_qbert
42,4646.0938,6,atari_qbert
42,4817.1875,7,atari_qbert
42,4246.0938,8,atari_qbert
42,4701.953,9,atari_qbert
43,150.0,0,atari_qbert
43,150.0,1,atari_qbert
43,150.0,2,atari_qbert
43,0.0,3,atari_qbert
43,150.0,4,atari_qbert
43,150.0,5,atari_qbert
43,150.0,6,atari_qbert
43,0.0,7,atari_qbert
43,125.0,8,atari_qbert
43,125.0,9,atari_qbert
44,473.2422,0,atari_qbert
44,62.890625,1,atari_qbert
44,24.21875,2,atari_qbert
44,50.0,3,atari_qbert
44,64.453125,4,atari_qbert
44,39.648438,5,atari_qbert
44,87.890625,6,atari_qbert
44,75.0,7,atari_qbert
44,150.0,8,atari_qbert
44,206.05469,9,atari_qbert
45,0.0,0,atari_qbert
45,125.0,1,atari_qbert
45,0.0,2,atari_qbert
45,0.0,3,atari_qbert
45,125.0,4,atari_qbert
45,0.0,5,atari_qbert
45,425.0,6,atari_qbert
45,0.0,7,atari_qbert
45,150.0,8,atari_qbert
45,150.0,9,atari_qbert
46,3798.0469,0,atari_qbert
46,4101.172,1,atari_qbert
46,4444.7266,2,atari_qbert
46,3129.2969,3,atari_qbert
46,4334.5703,4,atari_qbert
46,2277.7344,5,atari_qbert
46,3185.9375,6,atari_qbert
46,2446.0938,7,atari_qbert
46,4108.5938,8,atari_qbert
46,4186.914,9,atari_qbert
47,0.0,0,atari_qbert
47,0.0,1,atari_qbert
47,150.0,2,atari_qbert
47,0.0,3,atari_qbert
47,0.0,4,atari_qbert
47,0.0,5,atari_qbert
47,150.0,6,atari_qbert
47,0.0,7,atari_qbert
47,0.0,8,atari_qbert
47,150.0,9,atari_qbert
48,549.6094,0,atari_qbert
48,2644.1406,1,atari_qbert
48,965.2344,2,atari_qbert
48,787.5,3,atari_qbert
48,541.21094,4,atari_qbert
48,1839.6484,5,atari_qbert
48,2069.9219,6,atari_qbert
48,612.6953,7,atari_qbert
48,884.375,8,atari_qbert
48,774.6094,9,atari_qbert
49,125.0,0,atari_qbert
49,150.0,1,atari_qbert
49,0.0,2,atari_qbert
49,125.0,3,atari_qbert
49,0.0,4,atari_qbert
49,125.0,5,atari_qbert
49,125.0,6,atari_qbert
49,125.0,7,atari_qbert
49,0.0,8,atari_qbert
49,0.0,9,atari_qbert
50,193.55469,0,atari_qbert
50,317.3828,1,atari_qbert
50,125.0,2,atari_qbert
50,475.0,3,atari_qbert
50,804.4922,4,atari_qbert
50,0.0,5,atari_qbert
50,979.6875,6,atari_qbert
50,839.4531,7,atari_qbert
50,413.8672,8,atari_qbert
50,1064.4531,9,atari_qbert
51,125.0,0,atari_qbert
51,0.0,1,atari_qbert
51,150.0,2,atari_qbert
51,125.0,3,atari_qbert
51,125.0,4,atari_qbert
51,0.0,5,atari_qbert
51,125.0,6,atari_qbert
51,0.0,7,atari_qbert
51,150.0,8,atari_qbert
51,125.0,9,atari_qbert
52,15199.805,0,atari_qbert
52,15336.719,1,atari_qbert
52,10069.531,2,atari_qbert
52,11773.828,3,atari_qbert
52,15258.789,4,atari_qbert
52,16354.297,5,atari_qbert
52,15192.1875,6,atari_qbert
52,13759.375,7,atari_qbert
52,10914.258,8,atari_qbert
52,14349.023,9,atari_qbert
53,0.0,0,atari_qbert
53,0.0,1,atari_qbert
53,125.0,2,atari_qbert
53,0.0,3,atari_qbert
53,0.0,4,atari_qbert
53,125.0,5,atari_qbert
53,0.0,6,atari_qbert
53,125.0,7,atari_qbert
53,125.0,8,atari_qbert
53,150.0,9,atari_qbert
54,4163.086,0,atari_qbert
54,4195.8984,1,atari_qbert
