algorithm,environment,run_id,run_seed,approach_seed,runtime
PPO,Acrobot-v1,79,1,44,12.427
PPO,Acrobot-v1,82,1,44,11.569
PPO,Acrobot-v1,28,1,44,12.384
PPO,Acrobot-v1,1,1,44,11.863
PPO,Pendulum-v1,39,0,43,11.672
PPO,Pendulum-v1,69,0,43,11.455
PPO,Pendulum-v1,66,0,43,11.649
PPO,Pendulum-v1,93,0,43,11.429
PPO,Pendulum-v1,9,0,43,11.939
PPO,Pendulum-v1,81,0,43,11.403
PPO,Pendulum-v1,60,0,43,11.181
PPO,Pendulum-v1,6,0,43,11.037
PPO,Pendulum-v1,45,0,43,12.121
PPO,Pendulum-v1,3,0,43,11.381
PPO,Pendulum-v1,90,0,43,12.027
PPO,Pendulum-v1,36,0,43,11.522
PPO,Pendulum-v1,72,0,43,11.393
PPO,Pendulum-v1,0,0,43,12.97
PPO,Pendulum-v1,78,0,43,11.161
PPO,Pendulum-v1,63,0,43,11.013
PPO,Pendulum-v1,33,0,43,11.233
PPO,Pendulum-v1,30,0,43,11.631
PPO,Pendulum-v1,75,0,43,10.514
PPO,Pendulum-v1,15,0,43,11.654
PPO,Pendulum-v1,27,0,43,11.932
PPO,Pendulum-v1,84,0,43,10.468
PPO,Pendulum-v1,12,0,43,11.44
PPO,Pendulum-v1,42,0,43,12.036
PPO,Pendulum-v1,87,0,43,11.169
PPO,Pendulum-v1,24,0,43,11.572
PPO,Pendulum-v1,54,0,43,11.788
PPO,Pendulum-v1,48,0,43,11.569
PPO,Pendulum-v1,57,0,43,11.544
PPO,Pendulum-v1,18,0,43,11.571
PPO,Pendulum-v1,51,0,43,10.686
PPO,Pendulum-v1,21,0,43,11.572
PPO,Pendulum-v1,74,2,43,11.384
PPO,Pendulum-v1,62,2,43,11.898
PPO,Pendulum-v1,86,2,43,10.755
PPO,Pendulum-v1,71,2,43,11.692
PPO,Pendulum-v1,68,2,43,11.87
PPO,Pendulum-v1,8,2,43,11.914
PPO,Pendulum-v1,80,2,43,11.217
PPO,Pendulum-v1,38,2,43,11.766
PPO,Pendulum-v1,77,2,43,10.656
PPO,Pendulum-v1,20,2,43,11.747
PPO,Pendulum-v1,5,2,43,11.506
PPO,Pendulum-v1,23,2,43,12.011
PPO,Pendulum-v1,56,2,43,12.074
PPO,Pendulum-v1,50,2,43,11.507
PPO,Pendulum-v1,2,2,43,11.096
PPO,Pendulum-v1,89,2,43,11.15
PPO,Pendulum-v1,53,2,43,10.711
PPO,Pendulum-v1,11,2,43,11.283
PPO,Pendulum-v1,65,2,43,11.084
PPO,Pendulum-v1,17,2,43,11.124
PPO,Pendulum-v1,35,2,43,11.165
PPO,Pendulum-v1,32,2,43,11.601
PPO,Pendulum-v1,59,2,43,11.73
PPO,Pendulum-v1,26,2,43,11.555
PPO,Pendulum-v1,92,2,43,12.006
PPO,Pendulum-v1,41,2,43,11.777
PPO,Pendulum-v1,95,2,43,11.237
PPO,Pendulum-v1,14,2,43,11.111
PPO,Pendulum-v1,44,2,43,11.152
PPO,Pendulum-v1,83,2,43,11.375
PPO,Pendulum-v1,47,2,43,12.2
PPO,Pendulum-v1,29,2,43,11.444
PPO,Pendulum-v1,22,1,43,11.986
PPO,Pendulum-v1,37,1,43,11.899
PPO,Pendulum-v1,94,1,43,11.574
PPO,Pendulum-v1,64,1,43,10.995
PPO,Pendulum-v1,16,1,43,11.036
PPO,Pendulum-v1,70,1,43,11.527
PPO,Pendulum-v1,10,1,43,11.431
PPO,Pendulum-v1,25,1,43,11.339
PPO,Pendulum-v1,49,1,43,11.472
PPO,Pendulum-v1,85,1,43,10.515
PPO,Pendulum-v1,58,1,43,11.586
PPO,Pendulum-v1,34,1,43,11.633
PPO,Pendulum-v1,31,1,43,11.775
PPO,Pendulum-v1,76,1,43,10.443
PPO,Pendulum-v1,7,1,43,11.626
PPO,Pendulum-v1,19,1,43,11.438
PPO,Pendulum-v1,40,1,43,11.514
PPO,Pendulum-v1,88,1,43,11.171
PPO,Pendulum-v1,13,1,43,11.239
PPO,Pendulum-v1,73,1,43,11.308
PPO,Pendulum-v1,4,1,43,11.166
PPO,Pendulum-v1,43,1,43,11.178
PPO,Pendulum-v1,61,1,43,11.35
PPO,Pendulum-v1,91,1,43,11.935
PPO,Pendulum-v1,67,1,43,11.278
PPO,Pendulum-v1,55,1,43,12.005
PPO,Pendulum-v1,46,1,43,12.062
PPO,Pendulum-v1,52,1,43,10.872
PPO,Pendulum-v1,79,1,43,11.17
PPO,Pendulum-v1,82,1,43,11.545
PPO,Pendulum-v1,28,1,43,11.445
PPO,Pendulum-v1,1,1,43,11.508
PPO,Pendulum-v1,39,0,42,16.689
PPO,Pendulum-v1,69,0,42,19.67
PPO,Pendulum-v1,66,0,42,19.395
PPO,Pendulum-v1,93,0,42,20.398
PPO,Pendulum-v1,9,0,42,15.64
PPO,Pendulum-v1,81,0,42,19.183
PPO,Pendulum-v1,60,0,42,19.242
PPO,Pendulum-v1,6,0,42,17.359
PPO,Pendulum-v1,45,0,42,19.798
PPO,Pendulum-v1,3,0,42,15.265
PPO,Pendulum-v1,90,0,42,20.013
PPO,Pendulum-v1,36,0,42,18.854
PPO,Pendulum-v1,72,0,42,20.559
PPO,Pendulum-v1,0,0,42,15.806
PPO,Pendulum-v1,78,0,42,19.659
PPO,Pendulum-v1,63,0,42,20.023
PPO,Pendulum-v1,33,0,42,20.603
PPO,Pendulum-v1,30,0,42,20.939
PPO,Pendulum-v1,75,0,42,19.329
PPO,Pendulum-v1,15,0,42,15.915
PPO,Pendulum-v1,27,0,42,16.871
PPO,Pendulum-v1,84,0,42,19.381
PPO,Pendulum-v1,12,0,42,17.239
PPO,Pendulum-v1,42,0,42,18.241
PPO,Pendulum-v1,87,0,42,20.18
PPO,Pendulum-v1,24,0,42,15.364
PPO,Pendulum-v1,54,0,42,20.481
PPO,Pendulum-v1,48,0,42,17.77
PPO,Pendulum-v1,57,0,42,18.599
PPO,Pendulum-v1,18,0,42,15.542
PPO,Pendulum-v1,51,0,42,19.081
PPO,Pendulum-v1,21,0,42,15.93
PPO,Pendulum-v1,74,2,42,20.111
PPO,Pendulum-v1,62,2,42,19.885
PPO,Pendulum-v1,86,2,42,19.311
PPO,Pendulum-v1,71,2,42,20.439
PPO,Pendulum-v1,68,2,42,18.536
PPO,Pendulum-v1,8,2,42,17.017
PPO,Pendulum-v1,80,2,42,18.259
PPO,Pendulum-v1,38,2,42,21.394
PPO,Pendulum-v1,77,2,42,19.726
PPO,Pendulum-v1,20,2,42,15.942
PPO,Pendulum-v1,5,2,42,15.677
PPO,Pendulum-v1,23,2,42,16.083
PPO,Pendulum-v1,56,2,42,19.704
PPO,Pendulum-v1,50,2,42,18.806
PPO,Pendulum-v1,2,2,42,15.617
PPO,Pendulum-v1,89,2,42,18.512
PPO,Pendulum-v1,53,2,42,18.875
PPO,Pendulum-v1,11,2,42,15.752
PPO,Pendulum-v1,65,2,42,19.375
PPO,Pendulum-v1,17,2,42,16.175
PPO,Pendulum-v1,35,2,42,20.64
PPO,Pendulum-v1,32,2,42,20.415
PPO,Pendulum-v1,59,2,42,18.323
PPO,Pendulum-v1,26,2,42,16.048
PPO,Pendulum-v1,92,2,42,18.917
PPO,Pendulum-v1,41,2,42,18.101
PPO,Pendulum-v1,95,2,42,19.169
PPO,Pendulum-v1,14,2,42,17.995
PPO,Pendulum-v1,44,2,42,18.312
PPO,Pendulum-v1,83,2,42,19.611
PPO,Pendulum-v1,47,2,42,21.475
PPO,Pendulum-v1,29,2,42,20.716
PPO,Pendulum-v1,22,1,42,15.909
PPO,Pendulum-v1,37,1,42,19.774
PPO,Pendulum-v1,94,1,42,19.463
PPO,Pendulum-v1,64,1,42,20.141
PPO,Pendulum-v1,16,1,42,15.576
PPO,Pendulum-v1,70,1,42,20.131
PPO,Pendulum-v1,10,1,42,15.731
PPO,Pendulum-v1,25,1,42,16.124
PPO,Pendulum-v1,49,1,42,17.701
PPO,Pendulum-v1,85,1,42,19.307
PPO,Pendulum-v1,58,1,42,18.696
PPO,Pendulum-v1,34,1,42,18.789
PPO,Pendulum-v1,31,1,42,19.946
PPO,Pendulum-v1,76,1,42,19.54
PPO,Pendulum-v1,7,1,42,16.653
PPO,Pendulum-v1,19,1,42,15.955
PPO,Pendulum-v1,40,1,42,17.74
PPO,Pendulum-v1,88,1,42,19.587
PPO,Pendulum-v1,13,1,42,16.335
PPO,Pendulum-v1,73,1,42,20.1
PPO,Pendulum-v1,4,1,42,15.272
PPO,Pendulum-v1,43,1,42,19.4
PPO,Pendulum-v1,61,1,42,20.672
PPO,Pendulum-v1,91,1,42,19.496
PPO,Pendulum-v1,67,1,42,19.075
PPO,Pendulum-v1,55,1,42,18.797
PPO,Pendulum-v1,46,1,42,20.169
PPO,Pendulum-v1,52,1,42,19.478
PPO,Pendulum-v1,79,1,42,19.105
PPO,Pendulum-v1,82,1,42,19.358
PPO,Pendulum-v1,28,1,42,20.455
PPO,Pendulum-v1,1,1,42,15.609
PPO,Pendulum-v1,39,0,44,11.267
PPO,Pendulum-v1,69,0,44,11.459
PPO,Pendulum-v1,66,0,44,11.212
PPO,Pendulum-v1,93,0,44,11.075
PPO,Pendulum-v1,9,0,44,11.779
PPO,Pendulum-v1,81,0,44,10.649
PPO,Pendulum-v1,60,0,44,11.046
PPO,Pendulum-v1,6,0,44,11.657
PPO,Pendulum-v1,45,0,44,11.277
PPO,Pendulum-v1,3,0,44,11.804
PPO,Pendulum-v1,90,0,44,11.489
PPO,Pendulum-v1,36,0,44,11.343
PPO,Pendulum-v1,72,0,44,12.155
PPO,Pendulum-v1,0,0,44,13.264
PPO,Pendulum-v1,78,0,44,11.799
PPO,Pendulum-v1,63,0,44,11.597
PPO,Pendulum-v1,33,0,44,11.786
PPO,Pendulum-v1,30,0,44,11.511
PPO,Pendulum-v1,75,0,44,11.347
PPO,Pendulum-v1,15,0,44,12.075
PPO,Pendulum-v1,27,0,44,11.888
PPO,Pendulum-v1,84,0,44,12.703
PPO,Pendulum-v1,12,0,44,11.542
PPO,Pendulum-v1,42,0,44,12.141
PPO,Pendulum-v1,87,0,44,11.314
PPO,Pendulum-v1,24,0,44,10.999
PPO,Pendulum-v1,54,0,44,11.001
PPO,Pendulum-v1,48,0,44,11.157
PPO,Pendulum-v1,57,0,44,11.138
PPO,Pendulum-v1,18,0,44,11.494
PPO,Pendulum-v1,51,0,44,12.012
PPO,Pendulum-v1,21,0,44,11.2
PPO,Pendulum-v1,74,2,44,11.675
PPO,Pendulum-v1,62,2,44,11.35
PPO,Pendulum-v1,86,2,44,11.977
PPO,Pendulum-v1,71,2,44,11.45
PPO,Pendulum-v1,68,2,44,11.4
PPO,Pendulum-v1,8,2,44,11.575
PPO,Pendulum-v1,80,2,44,12.03
PPO,Pendulum-v1,38,2,44,11.445
PPO,Pendulum-v1,77,2,44,11.62
PPO,Pendulum-v1,20,2,44,11.9
PPO,Pendulum-v1,5,2,44,12.257
PPO,Pendulum-v1,23,2,44,11.041
PPO,Pendulum-v1,56,2,44,11.063
PPO,Pendulum-v1,50,2,44,11.133
PPO,Pendulum-v1,2,2,44,11.905
PPO,Pendulum-v1,89,2,44,11.187
PPO,Pendulum-v1,53,2,44,11.339
PPO,Pendulum-v1,11,2,44,11.498
PPO,Pendulum-v1,65,2,44,11.701
PPO,Pendulum-v1,17,2,44,12.177
PPO,Pendulum-v1,35,2,44,11.95
PPO,Pendulum-v1,32,2,44,11.66
PPO,Pendulum-v1,59,2,44,11.53
PPO,Pendulum-v1,26,2,44,10.605
PPO,Pendulum-v1,92,2,44,10.757
PPO,Pendulum-v1,41,2,44,11.346
PPO,Pendulum-v1,95,2,44,11.33
PPO,Pendulum-v1,14,2,44,11.967
PPO,Pendulum-v1,44,2,44,11.432
PPO,Pendulum-v1,83,2,44,10.936
PPO,Pendulum-v1,47,2,44,11.579
PPO,Pendulum-v1,29,2,44,11.503
PPO,Pendulum-v1,22,1,44,11.063
PPO,Pendulum-v1,37,1,44,11.308
PPO,Pendulum-v1,94,1,44,11.314
PPO,Pendulum-v1,64,1,44,11.773
PPO,Pendulum-v1,16,1,44,11.867
PPO,Pendulum-v1,70,1,44,11.475
PPO,Pendulum-v1,10,1,44,11.442
PPO,Pendulum-v1,25,1,44,10.987
PPO,Pendulum-v1,49,1,44,11.167
PPO,Pendulum-v1,85,1,44,11.689
PPO,Pendulum-v1,58,1,44,11.2
PPO,Pendulum-v1,34,1,44,11.815
PPO,Pendulum-v1,31,1,44,11.639
PPO,Pendulum-v1,76,1,44,11.482
PPO,Pendulum-v1,7,1,44,11.362
PPO,Pendulum-v1,19,1,44,11.551
PPO,Pendulum-v1,40,1,44,11.215
PPO,Pendulum-v1,88,1,44,11.333
PPO,Pendulum-v1,13,1,44,11.46
PPO,Pendulum-v1,73,1,44,11.423
PPO,Pendulum-v1,4,1,44,12.01
PPO,Pendulum-v1,43,1,44,11.522
PPO,Pendulum-v1,61,1,44,11.857
PPO,Pendulum-v1,91,1,44,10.976
PPO,Pendulum-v1,67,1,44,11.281
PPO,Pendulum-v1,55,1,44,11.031
PPO,Pendulum-v1,46,1,44,11.201
PPO,Pendulum-v1,52,1,44,11.258
PPO,Pendulum-v1,79,1,44,12.393
PPO,Pendulum-v1,82,1,44,10.589
PPO,Pendulum-v1,28,1,44,11.428
PPO,Pendulum-v1,1,1,44,11.88
DQN,Acrobot-v1,39,0,43,31.632
DQN,Acrobot-v1,69,0,43,33.344
DQN,Acrobot-v1,66,0,43,14.767
DQN,Acrobot-v1,93,0,43,33.551
DQN,Acrobot-v1,9,0,43,28.392
DQN,Acrobot-v1,81,0,43,13.87
DQN,Acrobot-v1,60,0,43,14.515
DQN,Acrobot-v1,6,0,43,17.605
DQN,Acrobot-v1,45,0,43,30.784
DQN,Acrobot-v1,3,0,43,12.721
DQN,Acrobot-v1,90,0,43,33.631
DQN,Acrobot-v1,36,0,43,13.849
DQN,Acrobot-v1,72,0,43,20.223
DQN,Acrobot-v1,0,0,43,14.317
DQN,Acrobot-v1,78,0,43,13.461
DQN,Acrobot-v1,63,0,43,19.942
DQN,Acrobot-v1,33,0,43,33.793
DQN,Acrobot-v1,30,0,43,20.028
DQN,Acrobot-v1,75,0,43,19.905
DQN,Acrobot-v1,15,0,43,13.961
DQN,Acrobot-v1,27,0,43,13.442
DQN,Acrobot-v1,84,0,43,32.348
DQN,Acrobot-v1,12,0,43,20.2
DQN,Acrobot-v1,42,0,43,31.535
DQN,Acrobot-v1,87,0,43,34.521
DQN,Acrobot-v1,24,0,43,33.579
DQN,Acrobot-v1,54,0,43,19.928
DQN,Acrobot-v1,48,0,43,33.784
DQN,Acrobot-v1,57,0,43,31.153
DQN,Acrobot-v1,18,0,43,31.811
DQN,Acrobot-v1,51,0,43,18.593
DQN,Acrobot-v1,21,0,43,18.976
DQN,Acrobot-v1,74,2,43,19.072
DQN,Acrobot-v1,62,2,43,13.417
DQN,Acrobot-v1,86,2,43,31.855
DQN,Acrobot-v1,71,2,43,33.367
DQN,Acrobot-v1,68,2,43,13.656
DQN,Acrobot-v1,8,2,43,17.723
DQN,Acrobot-v1,80,2,43,13.429
DQN,Acrobot-v1,38,2,43,13.723
DQN,Acrobot-v1,77,2,43,19.925
DQN,Acrobot-v1,20,2,43,32.179
DQN,Acrobot-v1,5,2,43,12.327
DQN,Acrobot-v1,23,2,43,18.941
DQN,Acrobot-v1,56,2,43,19.009
DQN,Acrobot-v1,50,2,43,33.563
DQN,Acrobot-v1,2,2,43,12.094
DQN,Acrobot-v1,89,2,43,33.072
DQN,Acrobot-v1,53,2,43,18.576
DQN,Acrobot-v1,11,2,43,32.975
DQN,Acrobot-v1,65,2,43,19.908
DQN,Acrobot-v1,17,2,43,13.769
DQN,Acrobot-v1,35,2,43,33.487
DQN,Acrobot-v1,32,2,43,20.147
DQN,Acrobot-v1,59,2,43,31.145
DQN,Acrobot-v1,26,2,43,33.475
DQN,Acrobot-v1,92,2,43,33.986
DQN,Acrobot-v1,41,2,43,31.378
DQN,Acrobot-v1,95,2,43,35.66
DQN,Acrobot-v1,14,2,43,19.895
DQN,Acrobot-v1,44,2,43,32.12
DQN,Acrobot-v1,83,2,43,13.769
DQN,Acrobot-v1,47,2,43,30.775
DQN,Acrobot-v1,29,2,43,13.103
DQN,Acrobot-v1,22,1,43,19.193
DQN,Acrobot-v1,37,1,43,13.48
DQN,Acrobot-v1,94,1,43,33.686
DQN,Acrobot-v1,64,1,43,19.909
DQN,Acrobot-v1,16,1,43,13.532
DQN,Acrobot-v1,70,1,43,33.066
DQN,Acrobot-v1,10,1,43,28.419
DQN,Acrobot-v1,25,1,43,34.241
DQN,Acrobot-v1,49,1,43,34.217
DQN,Acrobot-v1,85,1,43,32.24
DQN,Acrobot-v1,58,1,43,30.86
DQN,Acrobot-v1,34,1,43,33.291
DQN,Acrobot-v1,31,1,43,19.61
DQN,Acrobot-v1,76,1,43,20.067
DQN,Acrobot-v1,7,1,43,17.413
DQN,Acrobot-v1,19,1,43,31.706
DQN,Acrobot-v1,40,1,43,32.55
DQN,Acrobot-v1,88,1,43,33.297
DQN,Acrobot-v1,13,1,43,19.537
DQN,Acrobot-v1,73,1,43,19.152
DQN,Acrobot-v1,4,1,43,12.609
DQN,Acrobot-v1,43,1,43,31.373
DQN,Acrobot-v1,61,1,43,13.495
DQN,Acrobot-v1,91,1,43,33.758
DQN,Acrobot-v1,67,1,43,13.619
DQN,Acrobot-v1,55,1,43,18.988
DQN,Acrobot-v1,46,1,43,30.47
DQN,Acrobot-v1,52,1,43,18.987
DQN,Acrobot-v1,79,1,43,14.64
DQN,Acrobot-v1,82,1,43,13.814
DQN,Acrobot-v1,28,1,43,13.597
DQN,Acrobot-v1,1,1,43,14.487
DQN,Acrobot-v1,39,0,42,46.087
DQN,Acrobot-v1,69,0,42,49.405
DQN,Acrobot-v1,66,0,42,47.598
DQN,Acrobot-v1,93,0,42,27.651
DQN,Acrobot-v1,9,0,42,23.046
DQN,Acrobot-v1,81,0,42,48.353
DQN,Acrobot-v1,60,0,42,47.774
DQN,Acrobot-v1,6,0,42,25.112
DQN,Acrobot-v1,45,0,42,32.95
DQN,Acrobot-v1,3,0,42,44.879
DQN,Acrobot-v1,90,0,42,35.358
DQN,Acrobot-v1,36,0,42,29.57
DQN,Acrobot-v1,72,0,42,30.216
DQN,Acrobot-v1,0,0,42,23.937
DQN,Acrobot-v1,78,0,42,31.103
DQN,Acrobot-v1,63,0,42,50.65
DQN,Acrobot-v1,33,0,42,24.927
DQN,Acrobot-v1,30,0,42,46.969
DQN,Acrobot-v1,75,0,42,28.151
DQN,Acrobot-v1,15,0,42,29.852
DQN,Acrobot-v1,27,0,42,26.471
DQN,Acrobot-v1,84,0,42,46.953
DQN,Acrobot-v1,12,0,42,33.651
DQN,Acrobot-v1,42,0,42,29.34
DQN,Acrobot-v1,87,0,42,36.397
DQN,Acrobot-v1,24,0,42,33.12
DQN,Acrobot-v1,54,0,42,29.06
DQN,Acrobot-v1,48,0,42,47.643
DQN,Acrobot-v1,57,0,42,46.802
DQN,Acrobot-v1,18,0,42,21.466
DQN,Acrobot-v1,51,0,42,34.476
DQN,Acrobot-v1,21,0,42,27.471
DQN,Acrobot-v1,74,2,42,29.307
DQN,Acrobot-v1,62,2,42,47.398
DQN,Acrobot-v1,86,2,42,48.673
DQN,Acrobot-v1,71,2,42,46.958
DQN,Acrobot-v1,68,2,42,46.831
DQN,Acrobot-v1,8,2,42,35.437
DQN,Acrobot-v1,80,2,42,27.951
DQN,Acrobot-v1,38,2,42,29.037
DQN,Acrobot-v1,77,2,42,29.41
DQN,Acrobot-v1,20,2,42,21.263
DQN,Acrobot-v1,5,2,42,45.364
DQN,Acrobot-v1,23,2,42,26.865
DQN,Acrobot-v1,56,2,42,27.668
DQN,Acrobot-v1,50,2,42,47.092
DQN,Acrobot-v1,2,2,42,24.74
DQN,Acrobot-v1,89,2,42,36.685
DQN,Acrobot-v1,53,2,42,35.264
DQN,Acrobot-v1,11,2,42,20.465
DQN,Acrobot-v1,65,2,42,48.259
DQN,Acrobot-v1,17,2,42,34.982
DQN,Acrobot-v1,35,2,42,26.445
DQN,Acrobot-v1,32,2,42,48.145
DQN,Acrobot-v1,59,2,42,48.136
DQN,Acrobot-v1,26,2,42,33.218
DQN,Acrobot-v1,92,2,42,36.354
DQN,Acrobot-v1,41,2,42,44.124
DQN,Acrobot-v1,95,2,42,26.499
DQN,Acrobot-v1,14,2,42,31.187
DQN,Acrobot-v1,44,2,42,26.045
DQN,Acrobot-v1,83,2,42,47.097
DQN,Acrobot-v1,47,2,42,32.73
DQN,Acrobot-v1,29,2,42,26.654
DQN,Acrobot-v1,22,1,42,25.801
DQN,Acrobot-v1,37,1,42,23.849
DQN,Acrobot-v1,94,1,42,29.488
DQN,Acrobot-v1,64,1,42,48.487
DQN,Acrobot-v1,16,1,42,31.501
DQN,Acrobot-v1,70,1,42,48.802
DQN,Acrobot-v1,10,1,42,22.1
DQN,Acrobot-v1,25,1,42,35.75
DQN,Acrobot-v1,49,1,42,46.692
DQN,Acrobot-v1,85,1,42,48.009
DQN,Acrobot-v1,58,1,42,48.268
DQN,Acrobot-v1,34,1,42,24.203
DQN,Acrobot-v1,31,1,42,45.941
DQN,Acrobot-v1,76,1,42,26.313
DQN,Acrobot-v1,7,1,42,29.319
DQN,Acrobot-v1,19,1,42,21.572
DQN,Acrobot-v1,40,1,42,45.562
DQN,Acrobot-v1,88,1,42,35.444
DQN,Acrobot-v1,13,1,42,33.475
DQN,Acrobot-v1,73,1,42,28.156
DQN,Acrobot-v1,4,1,42,46.321
DQN,Acrobot-v1,43,1,42,24.46
DQN,Acrobot-v1,61,1,42,48.905
DQN,Acrobot-v1,91,1,42,32.858
DQN,Acrobot-v1,67,1,42,47.583
DQN,Acrobot-v1,55,1,42,29.474
DQN,Acrobot-v1,46,1,42,33.276
DQN,Acrobot-v1,52,1,42,35.383
DQN,Acrobot-v1,79,1,42,33.103
DQN,Acrobot-v1,82,1,42,47.548
DQN,Acrobot-v1,28,1,42,22.992
DQN,Acrobot-v1,1,1,42,24.361
DQN,Acrobot-v1,39,0,44,12.181
DQN,Acrobot-v1,69,0,44,12.386
DQN,Acrobot-v1,66,0,44,29.993
DQN,Acrobot-v1,93,0,44,19.136
DQN,Acrobot-v1,9,0,44,32.583
DQN,Acrobot-v1,81,0,44,12.5
DQN,Acrobot-v1,60,0,44,17.952
DQN,Acrobot-v1,6,0,44,12.494
DQN,Acrobot-v1,45,0,44,30.653
DQN,Acrobot-v1,3,0,44,18.408
DQN,Acrobot-v1,90,0,44,12.724
DQN,Acrobot-v1,36,0,44,18.118
DQN,Acrobot-v1,72,0,44,31.843
DQN,Acrobot-v1,0,0,44,33.409
DQN,Acrobot-v1,78,0,44,18.508
DQN,Acrobot-v1,63,0,44,17.541
DQN,Acrobot-v1,33,0,44,28.76
DQN,Acrobot-v1,30,0,44,19.208
DQN,Acrobot-v1,75,0,44,17.651
DQN,Acrobot-v1,15,0,44,12.525
DQN,Acrobot-v1,27,0,44,12.671
DQN,Acrobot-v1,84,0,44,12.76
DQN,Acrobot-v1,12,0,44,31.16
DQN,Acrobot-v1,42,0,44,12.246
DQN,Acrobot-v1,87,0,44,18.308
DQN,Acrobot-v1,24,0,44,12.277
DQN,Acrobot-v1,54,0,44,30.737
DQN,Acrobot-v1,48,0,44,31.498
DQN,Acrobot-v1,57,0,44,17.652
DQN,Acrobot-v1,18,0,44,13.068
DQN,Acrobot-v1,51,0,44,12.404
DQN,Acrobot-v1,21,0,44,12.66
DQN,Acrobot-v1,74,2,44,30.139
DQN,Acrobot-v1,62,2,44,18.134
DQN,Acrobot-v1,86,2,44,13.861
DQN,Acrobot-v1,71,2,44,12.189
DQN,Acrobot-v1,68,2,44,29.618
DQN,Acrobot-v1,8,2,44,12.26
DQN,Acrobot-v1,80,2,44,18.337
DQN,Acrobot-v1,38,2,44,18.762
DQN,Acrobot-v1,77,2,44,17.363
DQN,Acrobot-v1,20,2,44,12.628
DQN,Acrobot-v1,5,2,44,18.265
DQN,Acrobot-v1,23,2,44,12.495
DQN,Acrobot-v1,56,2,44,30.916
DQN,Acrobot-v1,50,2,44,30.648
DQN,Acrobot-v1,2,2,44,31.195
DQN,Acrobot-v1,89,2,44,18.355
DQN,Acrobot-v1,53,2,44,13.239
DQN,Acrobot-v1,11,2,44,31.025
DQN,Acrobot-v1,65,2,44,18.287
DQN,Acrobot-v1,17,2,44,12.509
DQN,Acrobot-v1,35,2,44,28.534
DQN,Acrobot-v1,32,2,44,18.673
DQN,Acrobot-v1,59,2,44,18.652
DQN,Acrobot-v1,26,2,44,12.195
DQN,Acrobot-v1,92,2,44,12.64
DQN,Acrobot-v1,41,2,44,12.166
DQN,Acrobot-v1,95,2,44,18.013
DQN,Acrobot-v1,14,2,44,31.401
DQN,Acrobot-v1,44,2,44,12.212
DQN,Acrobot-v1,83,2,44,12.284
DQN,Acrobot-v1,47,2,44,30.571
DQN,Acrobot-v1,29,2,44,12.282
DQN,Acrobot-v1,22,1,44,12.287
DQN,Acrobot-v1,37,1,44,18.094
DQN,Acrobot-v1,94,1,44,19.326
DQN,Acrobot-v1,64,1,44,17.415
DQN,Acrobot-v1,16,1,44,12.826
DQN,Acrobot-v1,70,1,44,12.131
DQN,Acrobot-v1,10,1,44,31.23
DQN,Acrobot-v1,25,1,44,12.187
DQN,Acrobot-v1,49,1,44,30.853
DQN,Acrobot-v1,85,1,44,12.695
DQN,Acrobot-v1,58,1,44,17.826
DQN,Acrobot-v1,34,1,44,29.119
DQN,Acrobot-v1,31,1,44,18.632
DQN,Acrobot-v1,76,1,44,17.587
DQN,Acrobot-v1,7,1,44,12.577
DQN,Acrobot-v1,19,1,44,12.606
DQN,Acrobot-v1,40,1,44,12.107
DQN,Acrobot-v1,88,1,44,18.564
DQN,Acrobot-v1,13,1,44,31.053
DQN,Acrobot-v1,73,1,44,30.568
DQN,Acrobot-v1,4,1,44,17.889
DQN,Acrobot-v1,43,1,44,12.933
DQN,Acrobot-v1,61,1,44,18.092
DQN,Acrobot-v1,91,1,44,12.459
DQN,Acrobot-v1,67,1,44,29.604
DQN,Acrobot-v1,55,1,44,30.609
DQN,Acrobot-v1,46,1,44,30.479
DQN,Acrobot-v1,52,1,44,12.486
DQN,Acrobot-v1,79,1,44,19.505
DQN,Acrobot-v1,82,1,44,12.283
DQN,Acrobot-v1,28,1,44,12.321
DQN,Acrobot-v1,1,1,44,31.033
DQN,MiniGrid-FourRooms,39,0,43,150.179
DQN,MiniGrid-FourRooms,69,0,43,150.756
DQN,MiniGrid-FourRooms,66,0,43,127.152
DQN,MiniGrid-FourRooms,93,0,43,151.209
DQN,MiniGrid-FourRooms,9,0,43,151.339
DQN,MiniGrid-FourRooms,81,0,43,122.189
DQN,MiniGrid-FourRooms,60,0,43,119.528
DQN,MiniGrid-FourRooms,6,0,43,130.833
DQN,MiniGrid-FourRooms,45,0,43,150.335
DQN,MiniGrid-FourRooms,3,0,43,122.507
DQN,MiniGrid-FourRooms,90,0,43,153.133
DQN,MiniGrid-FourRooms,36,0,43,128.267
DQN,MiniGrid-FourRooms,72,0,43,130.035
DQN,MiniGrid-FourRooms,0,0,43,121.85
DQN,MiniGrid-FourRooms,78,0,43,120.958
DQN,MiniGrid-FourRooms,63,0,43,132.851
DQN,MiniGrid-FourRooms,33,0,43,157.174
DQN,MiniGrid-FourRooms,30,0,43,131.621
DQN,MiniGrid-FourRooms,75,0,43,138.023
DQN,MiniGrid-FourRooms,15,0,43,117.585
DQN,MiniGrid-FourRooms,27,0,43,117.44
DQN,MiniGrid-FourRooms,84,0,43,156.447
DQN,MiniGrid-FourRooms,12,0,43,130.744
