Configuration,atari_battle_zone,atari_double_dunk,atari_phoenix,atari_qbert,atari_this_game,box2d_lunar_lander,box2d_lunar_lander_continuous,brax_ant,brax_halfcheetah,brax_hopper,brax_humanoid,cc_acrobot,cc_cartpole,cc_continuous_mountain_car,cc_mountain_car,cc_pendulum,minigrid_door_key,minigrid_empty_random,minigrid_four_rooms,minigrid_unlock,Prediction
76,0.31565329883570503,0.01974416017797549,0.6346654946888267,0.0360375428862799,0.34756498283196086,0.9383537890675394,0.8935659541785472,0.9999999999994871,0.9999999999999627,0.9999999720856958,0.9999999999999463,0.9778665656873904,0.841643704103517,0.8174564313329424,0.0,0.36548414966316056,0.0,0.5027970310148586,0.04606289626572607,0.0,0.5247770500846857
77,0.639523091360442,0.022432332220986114,0.6763455034638371,0.03128477506645694,0.26526490957052695,0.2488323085421365,0.5948148696895253,0.999999999999563,0.9999999999999776,0.9999999677777828,0.9999999999999066,0.9719228011624295,0.2741855582569487,0.9922252179705476,0.0,0.2638271359309957,0.0007867866603410298,0.9748235503550262,0.3013254138103985,0.0010724995978764204,0.5148862101047372
78,0.44592846851508683,0.1351501668520578,0.664430748266938,0.04099311603217265,0.36415217470322125,0.34896298977599455,0.516980668323153,0.9999999999994853,0.9999999999999739,0.9999999650381974,0.9999999999998792,0.9703140612956113,0.15352404517323678,0.5017696886002603,0.0,0.24562605926040834,0.9996675192523689,0.9177383904797621,0.19208529726402443,0.0,0.5085248841904895
79,0.6332645734065242,0.011123470522803115,0.6643372709355587,0.021793725507081755,0.250591803466854,0.22699115308483261,0.11993512202444834,0.9999999999994801,0.9999999999999724,0.9999999674347247,0.9999999999998919,0.9375950665134671,0.23794443265172252,0.997574020845187,0.0,0.2699158394630635,0.0,0.925166442153795,0.325064105211804,0.0010724995978764204,0.5025669386602728
80,0.024264885843152336,0.02271041898405636,0.6947412792616087,0.00370844949517585,0.06864215330541455,0.8280551368495243,0.7698960716235526,0.9561503796495938,0.9999999977779946,0.9915551997501375,0.9959522175859324,0.899564123038859,0.6822700002770388,0.18761137220126073,0.0,0.0115311871990999,0.0,0.06740226292050107,0.05763800713127744,0.0,0.41251858990359375
81,0.8128387141708331,0.022617723396366207,0.46234380436023226,0.09302861457835594,0.9461047708042053,0.9628977234886155,0.8684792785593431,0.9999999999998673,0.9999999999999795,0.9999999964294858,0.9999999999999531,0.9708983930649039,0.8707025181547945,0.9346160867217614,0.0,0.2936022807309828,0.032170759804974504,0.8677478883230113,0.37087865729373365,0.00107933085808127,0.6586691349200727
82,0.040278311947134715,0.013811642565813742,0.6976044213669876,0.007754030762640414,0.08281781876967037,0.8476078121032886,0.7675191448220442,0.999996072269874,0.9999997201032449,0.9999977956278446,0.9999999987215555,0.0,0.11431987784820506,0.20981305967575797,0.0,0.1458643577171763,0.0,0.013555684347206637,0.02631394218413696,0.0,0.3476434368073654
83,0.6582287354987587,0.017612161661104932,0.5361363576619426,0.04206640712419849,0.552347976278543,0.8603619153331086,0.8448137085859386,0.9999999999994862,0.9999999999999793,0.9999999763270219,0.9999999999999486,0.9020457125690844,0.8466319880395689,0.9433150941440581,0.0,0.2860141541632515,0.024329141545199412,0.9123937681770016,0.39101631570319045,0.0,0.607084519022455
84,0.2049928324184469,1.0,0.5613160930244001,0.1821565107147456,0.4118280019658648,0.9078285572501867,0.8064364891695291,0.9999999999998107,0.999999999999984,0.9999999763106912,0.999999999999972,0.970807089874682,0.31964698156737054,0.5035945409534852,0.0,0.2912486940545385,0.9994575553162118,0.9933307353085125,1.0,1.0,0.5425002059934662
85,0.06342435579175554,0.020763811642565688,0.6977359804963762,0.004551278925897634,0.0826996882241349,0.780092059056674,0.7675191448220442,0.9999448929506183,0.9999823819753616,0.9998910460009751,0.9999910013728325,0.32208065981585143,0.20473640973711577,0.09128496474134785,0.0,0.25626872635230824,0.0,0.012733932984794766,0.07733836958705387,0.0,0.35704237617521006
86,0.15436523198489563,0.12161661104931389,0.016257958668147533,0.9235158655324575,0.9405747799161045,0.9826097672729297,0.9265777552230274,0.9999999999994633,0.9999999999999707,0.9999999958861838,0.9999999999997985,0.9715466368336187,0.8082334615035561,0.5039603328125382,0.0,0.39449540107239245,0.9797652034280903,0.9992662196047769,0.11240922989555041,0.0,0.6684154932912785
87,0.2322995699451068,0.493233222098628,0.4361600810688737,0.0757743167365542,0.6833612141995201,0.8985659255775997,0.8499990697380944,0.9999999999997253,0.9999999999999838,0.9999999959829909,0.9999999999999678,0.5658114116186211,0.696389427564718,0.5752917367337199,0.0,0.2515431962692059,0.9998862672014417,0.9985251971977144,0.7179916120593807,0.46198092586405876,0.6207018711763365
88,0.03209677983287298,0.006025213199851687,0.6980129470845629,0.0055626742427637745,0.17389646937751393,0.7975059449990258,0.6260582209447884,0.9999999958389421,0.9999999971738874,0.9897171936158884,0.999932822867133,0.09544530670989053,0.13224619428058296,0.09770059668077746,0.0,0.077518536219207,0.0,0.023104319424033053,0.0,0.0,0.3634618613989037
89,0.029963987273172267,0.01992955135335558,0.6847150887692539,0.010141608492500379,0.12711677334546975,0.9121497458398385,0.7315224948040776,0.9999999999994424,0.9999999999459602,0.999999981177025,0.9999993339243898,0.964686202349567,0.7519547898247172,0.3701642625677128,0.0,0.35509236768413777,0.0,0.9090761053249726,0.031226885841823596,0.0,0.5374389559579869
90,0.029544421523722948,0.023081201334816337,0.697057412355319,0.006405503673485559,0.204137889034593,0.7271747485951159,0.5750172444910904,0.999999995460034,0.9999999987423722,0.9999798409988189,0.9999999892057384,0.30838901684397313,0.6806969240101836,0.36413229199899255,0.0,0.1722612383090216,0.0,0.13703810870309366,0.10302064862320824,0.0,0.4402820358165536
91,0.5249466779483235,0.02984797923618819,0.474381470238624,0.195809032004263,0.7112483251606301,0.9288000800742544,0.8952449997922861,0.9999999999999356,0.9999999999999741,0.9999999968432327,0.9999999999999906,0.969474082697296,0.7614377961727257,0.9288635389551734,0.0,0.20688970109893473,0.02040395751854748,0.6768938972990038,0.3666999523098507,0.0,0.5896240208206935
92,0.38351806104681646,0.032536151279199024,0.6765445738638162,0.02315805578291535,0.31334312018520605,0.5253457687666871,0.7608971884689467,0.9999999999994813,0.9999999999999742,0.9999999642586908,0.9999999999998931,0.9441962044249657,0.2488524386574129,0.8403539259431834,0.0,0.2732839557393656,0.0,0.963210050833726,0.3657281605656305,0.0043070765350226485,0.5174043379970549
93,0.7532953415614838,0.03744901742677036,0.4632318390083358,0.20066715073844568,0.7228869505132499,0.8987202875431284,0.9330202395711763,0.99999999999982,0.9999999999999857,0.9999999889005696,0.9999999999999777,0.9736118903142146,0.9960514018319585,0.9526611170579358,0.0,0.30114168724371226,0.019666749565032445,0.8926192445837715,0.20958833562705964,0.0,0.6440160457436046
94,0.12020558721723017,0.07174638487207996,0.6306633374603274,0.8104397620332461,0.7400131118172104,0.977853629255043,0.9085332970737814,0.9999999999994681,0.9999999999999679,0.9999999874673328,0.9999999999997561,0.9728960824652153,1.0,0.5038188337024179,0.0,0.36739870189726365,0.922463914108891,0.9950476727979904,0.11984883167357871,0.0,0.6601352838355119
95,0.419251075137233,0.026232851316277304,0.6762052899040741,0.02985459870763502,0.2386956889641306,0.5638530888973972,0.7410473111033451,0.9999999999994766,0.9999999999999685,0.9999999630728961,0.9999999999998574,0.8378439611416587,0.24944950746014383,1.0,0.0,0.2678399674251799,0.0,0.9052966926659782,0.3407747320753926,0.007504082289523975,0.49953871379927745
96,0.6632635222544666,0.013348164627363612,0.6117932448584764,0.039451001810997706,0.4865049646420186,0.793576027994129,0.7977769462815186,0.9999999999994839,0.9999999999999791,0.9999999727810838,0.9999999999999628,0.5970129638808396,0.7187690527981709,0.9689815584527489,0.0,0.26610748638896836,0.030605934515004322,0.9322772784172336,0.3390686961289573,0.004303661009847575,0.5870235334651484
97,0.8419985315198769,0.04430849091583237,0.3739966652691006,0.2747413216567429,0.8548341533346449,0.9677358331764979,0.9222562862799796,0.9999999999999306,0.9999999999999885,1.0,0.999999999999967,0.9723811390636393,0.9229211301270079,0.9548195871235353,0.0,0.3078178403574101,0.012588586565456477,0.853820900273617,0.3125117961612826,0.002162077311289181,0.6496464638539431
98,0.9026257935037237,0.05274378939562464,0.49762935212667,0.12047193107953146,0.6342788880412622,0.8888715704420902,0.941400549509192,0.9999999999994695,0.9999999999999671,0.9999999699030181,0.9999999999997429,0.357892969425645,0.8849620606587473,0.6961199200454611,0.0,0.28750964427518777,0.9874609911044184,0.9998111156429795,0.48985828007405835,0.031105905402525752,0.6339028035782889
99,0.2586972483479599,0.02512050426399695,0.5498012049048098,0.14115812713348364,0.36602657274207795,0.995399372315636,0.9366062372638816,0.9999999999997615,0.9999999999466662,0.9999999777484886,0.9999999999599323,0.9670436246364738,0.947779788208658,0.9129030922498974,0.0,0.30090098109581753,0.0,0.59738493215279,0.015759211509781972,0.0,0.5508311385509664
100,0.1381769868186427,0.01900259547645532,0.694485085167536,0.015110351421372162,0.3010575410869068,0.5685877161879678,0.7206216832255797,0.9999999999994766,0.9999999999999657,0.9999999629122239,0.9999999999997582,0.5906163460036243,0.1776694036183807,0.5035963650012177,0.0,0.24993095189729458,0.0,0.22366678785421104,0.18756107569422695,0.001082746453207911,0.4120391574032048
101,0.015558896542078949,0.010659992584352984,0.6975455659669979,0.0016856588614435682,0.1411743082641901,0.7845330911062427,0.3575979040473978,0.545382781281876,0.9999418753910352,0.9995527351534232,0.0,0.4737351465824827,0.4038747237175415,1.0,0.0,0.09360069339937405,0.0,0.026311412594912494,0.015662032819095943,0.0,0.38792510331337093
102,0.7203244619418901,0.05867630700778639,0.4091142915167199,0.8334845594086563,0.561837177372065,0.99698568866851,0.9476166175922736,0.9999999999999823,0.9999999999999838,0.9999999888722351,0.9999999999999631,0.9713348173122746,1.0,0.9318766765114893,0.0,0.2969262339719491,0.0,0.6341531025880676,0.1412984184396898,0.0,0.5883920726326793
103,0.037446243138351806,0.012977382276603635,0.6982345203551121,0.0074168989903517,0.19480557593729125,0.7637535312456873,0.46346007467894856,0.9999999864194266,0.9999999994308113,0.9809222388207043,0.9999999935911561,0.0,0.2662819957616257,0.18235895736766985,0.0,0.18286165122757128,0.0,0.012733932984794766,0.06187069497859168,0.0,0.37915060809119766
104,0.03209677983287298,0.0,0.6977186700846145,0.008762792271248727,0.11317736897228489,0.9259833495980798,0.8943202875398634,0.9999999999983222,0.9999999999999671,0.9999999935683196,0.9999999976963078,0.9581946315385992,0.7277218678779946,0.39019511870671686,0.41429610572033265,0.31656367211785796,0.0,0.4176269855236274,0.0,0.0,0.4690471280243716
105,0.044753679941260796,0.02122728958101582,0.7024478745779007,0.014404481705716314,0.15987585025427342,0.9827385814720537,0.9301812215722176,0.9999918920911818,0.9999999999999696,0.9999999728215584,0.999999984268686,0.975061765247858,0.7256154176199825,0.7113995092845936,0.10683699701629018,0.5079575679394119,0.0,0.21168761343767128,0.015662032473570234,0.0,0.44855508071461336
106,0.04695640012586973,0.021041898405635723,0.5134095079784724,0.5048100538574074,0.6771362861194486,0.9659944781082773,0.9296043126465673,0.9999999999994487,0.9999999999999668,0.9999999734091753,0.9999999999997595,0.9702172817370949,1.0,0.5039599637971909,0.0,0.3482165844537531,0.9998716876687307,0.999440589974023,0.21148872688171277,0.0,0.6519472927716848
107,0.7365826414461032,0.01232851316277341,0.39600511502781355,0.27962841551822676,0.46417552019321734,0.994630408741604,0.9299931426875517,1.0,0.9999999999999805,0.9999999764572632,0.9999999999999625,0.9796451267299698,0.9960195582983452,0.9597836596339304,0.0,0.3005873066298205,0.03541123132104048,0.8247108716665338,0.2612444261779591,0.0,0.5991433479603664
108,0.819481838537114,0.0330923248053391,0.6408989789495998,0.03461395118295527,0.33967884868051884,0.8939914228383233,0.8234410792784193,0.9999999999994715,0.9999999999999671,0.9999999749492224,0.9999999999997459,0.322825688986412,0.8519928515088264,0.8749686818810753,0.0,0.2968250845473487,0.9998862672014417,0.99660723885941,0.3928195504499079,0.016125066717706315,0.5889723907570174
109,0.05880913254781301,0.01612903225806439,0.6972685993788114,0.004719844812041991,0.1598389344587936,0.806716408665119,0.7691500798358873,0.785904809777801,0.9999998973275208,0.9724198947981119,0.9839918140941587,0.7556849211026012,0.27697028138538476,0.4604361660431112,0.0,0.05063036071418665,0.0,0.02151166824857285,0.0,0.0,0.3765470477795074
110,0.5629523398482571,0.01668520578420467,0.46326126393866485,0.14013224614090486,0.6482856669897877,0.8990574377268592,0.7667888973195199,0.9999999999997509,1.0,0.9999999717192468,0.9999999999999717,0.9725546134889288,1.0,0.9497492489684535,0.0,0.2591377181218386,0.0015735733206820597,0.9201479562960447,0.2386286947089849,0.0,0.6376188846061696
111,0.05377434355442117,0.01047460140897289,0.5227588741114092,0.04504264861886115,0.13703143341179225,0.9791808233099005,0.9186394266893105,0.9999999999997712,0.9999999999999885,0.9999999746081937,0.9999999999999657,0.9734475466754137,0.931031683233265,0.9691094709459622,0.0,0.26051613918319216,0.008581743156783422,0.6236818116449019,0.2796814568093591,0.0,0.5205848159474229
112,0.6971784248103213,0.032628846866888966,0.6853036427691505,0.028635129976198968,0.2632825301719544,0.41466937619015487,0.7620028627479062,0.9999999999994733,0.9999999999999671,0.999999964500324,0.999999999999749,0.9553496582095822,0.24714085025419105,0.5489737837544912,0.0,0.27655029487977695,0.0,0.914700022959213,0.21075988269346937,0.0,0.5039431238118905
113,0.6329149352819831,0.02660363366703728,0.6922572357277433,0.04916461160690346,0.40274302233566694,0.794307926905396,0.8312775364347221,0.9999999999996793,0.9999999999999816,0.9999999844770183,0.9999999999999446,0.9696639897334667,0.8943654449258126,0.9809751904216766,0.0,0.28623493084584756,0.06911765061038111,0.9773832383548147,0.3436901017796419,0.004313907767246872,0.599723295950449
114,0.5727771756232299,0.0377271041898404,0.694756858078261,0.035282947178443394,0.3086400466597699,0.5105620789646541,0.7766250720648683,0.9999999999996206,0.9999999999999789,0.9999999676522252,0.99999999999991,0.1426064523400999,0.5654344821524955,0.9975875315195171,0.0,0.286395487703053,0.0,0.9732429959947768,0.4329977030211102,0.010738658709028605,0.5514140888512719
115,0.8203559316107828,0.09612532443455675,0.6679049451378377,0.0449939228963859,0.44259178071963623,0.08425344702166625,0.0,0.9999999999994722,0.9999999999999715,0.9999999733600115,0.9999999999997783,0.9732229431180529,0.22462428315270092,0.6901725767763458,0.0,0.2486001582689403,0.9999766727476626,0.9864435086887118,0.4385962968365193,0.0,0.5358771355865939
116,0.012167406734030278,0.017334074898034686,0.6921793383208826,0.009945387282517051,0.25800541779876507,0.8477565895438907,0.8047901440881008,0.9999999999995192,0.9999999999999575,0.9999999663116578,0.999999891668552,0.9362474486753005,0.4925494092228426,0.5735346113218823,0.07335079964531795,0.2017403313545573,0.0,0.2870797595703732,0.0294776626371712,0.0,0.44746755853985837
117,0.6881227906716549,0.017612161661104932,0.5280974073144387,0.05281511590445365,0.644116951080554,0.8824635856028902,0.7986158296395351,0.9999999999996948,0.9999999999999805,0.9999999877666318,0.9999999999999523,0.8437311096482608,0.8497208169140114,0.9575821408581789,0.0,0.26604920196992315,0.03147729874520111,0.9340378239976932,0.39529759344868876,0.0032379925322728693,0.6230080922551195
118,0.06737526659906996,0.018075639599555063,0.6979610158492778,0.010834308964588021,0.11577624097406512,0.6527014893247274,0.7789110715298139,0.999999999999536,0.9999999999999671,0.9999999625712124,0.9999999999997514,0.6108470391750113,0.27812620216504186,0.5036108026335421,0.0,0.26292939699880596,0.0,0.24642158571676054,0.169415573256899,0.0,0.3997726259926123
119,0.07978742002027901,0.019651464590285335,0.723010912820366,0.021787140784158117,0.10774059548831887,0.9814930286011825,0.8017849005510546,0.9999999983451843,0.9999999999796801,0.9999999773801429,0.9999999987112385,0.997111201700636,0.9086010981561001,0.6766492918248154,0.0,0.1645005714445585,0.0,0.29420996379836173,0.015564853022727651,0.0,0.471304043117526
120,0.03629243732736617,0.006581386725991759,0.698463017790366,0.003539883609031493,0.14341878862936394,0.777936432955829,0.5919683919915847,0.9999114394986814,0.9999999960692623,0.9999981422461592,0.999982254685706,0.0,2.2290473529264423e-05,0.20736393254232083,0.0,0.14018109004633802,0.0,0.012733932984794766,0.04124712929467637,0.0,0.34393444603550677
121,0.0157337156043495,0.005747126436781441,0.6971058815082517,0.014217478959488095,0.12014707115887734,0.9341967483737308,0.6015185144486782,0.999999999617362,0.9999999999671405,0.9999999884929771,0.9999999989788667,0.9822636663708645,0.8455429432659682,0.497848357627569,0.2996436677823907,0.2958040492804498,0.0,0.3334619539709444,0.04630584195586402,0.0,0.47149086138326174
122,0.049438830810111536,0.022154245457916076,0.6982656790962831,0.003877015381320207,0.14814401045078254,0.8523022544709594,0.7653410982037043,0.9999969146424241,0.9990348103937824,0.9989042656206589,0.9976638837018148,0.8829964564543064,0.3766930804702016,0.0038365197256811493,0.0,0.2065923184093738,0.0,0.016733720198388966,0.015662032819095943,0.0,0.3844941059935353
123,1.0,0.06822395253985902,0.577188005691136,0.047348577213906756,0.5942317152304009,0.7944313290850731,0.6458835167301191,0.9999999999994701,0.9999999999999671,0.9999999750003753,0.9999999999997486,0.9717493267371401,0.40852387554910197,0.9066181553657552,0.0,0.2764918040459387,0.9998862672014417,0.9962730534384788,0.5802834282422196,0.03403649193908638,0.5776583352391008
124,0.03657214782699906,0.010845383759732869,0.6890911608626021,0.01724244644633141,0.25429076617393326,0.8580411657256332,0.8159779298832097,0.9999922310966783,0.9999999999861293,0.999999855115991,0.9999999915444996,0.9764057321738285,0.3384028253111511,0.4774372590614121,0.0,0.14039547236997152,0.0,0.8084162747668681,0.026070994766370474,0.0,0.49848881122919725
125,0.6907800448935352,0.038468668891360774,0.6741089989289503,0.04817165328497389,0.3362281444027151,0.5627882081157851,0.19195531464963647,0.9999999999994703,0.9999999999999671,0.9999999739732366,0.9999999999997475,0.960356659903048,0.5762071444788885,0.6944367950510607,0.0,0.281868608919093,0.6620569858498262,0.9930401424798927,0.3235578304614952,0.00107933085808127,0.5589664288093288
126,0.014195307856368659,0.011772339636633128,0.677917289516516,0.020379352267512224,0.11119868233456585,0.9602259479723467,0.8496202676178012,0.9999999999994424,0.9999999999978982,0.9999999802823457,0.9999999999771021,0.9536824838803024,0.8353307189792236,0.5750570325456419,0.0,0.14784885138055562,0.0,0.9931297371910688,0.0,0.0,0.5549357123454407
127,0.7420020256634384,0.05153874675565435,0.5556573111105151,0.0514191797946734,0.6580572780532995,0.8504326330228026,0.7905668814888314,0.9999999999996115,0.9999999999999737,0.9999999640925286,0.9999999999999346,0.9668664969616563,0.7772767718299365,0.9933369657493614,0.0,0.27533632261705887,0.8704731449191563,0.9961237196206503,0.4676258513295618,0.01180432706069049,0.6253883080990089
